Zip,Latitude,Longitude
1001,42.07061,-72.62029
1002,42.377651,-72.50323
1003,42.369562,-72.63599
1004,42.384494,-72.513183
1005,42.412094,-72.10443
1007,42.278424,-72.411
1008,42.174313,-72.94828
1009,42.206092,-72.340486
1010,42.126038,-72.20552
1011,42.271442,-73.01958
1012,42.390836,-72.84356
1013,42.161492,-72.60316
1014,42.170731,-72.604842
1020,42.175992,-72.57265
1021,42.170731,-72.604842
1022,42.196666,-72.55606
1026,42.465041,-72.91813
1027,42.27279,-72.68677
1028,42.066795,-72.5102
1029,42.175896,-73.04204
1030,42.070774,-72.67248
1031,42.33071,-72.18833
1032,42.45792,-72.81551
1033,42.254563,-72.51831
1034,42.086224,-72.94464
1035,42.35549,-72.5733
1036,42.064703,-72.41735
1037,42.374202,-72.19524
1038,42.375155,-72.60832
1039,42.381475,-72.69259
1040,42.201891,-72.6242
1041,42.170731,-72.604842
1050,42.290209,-72.87942
1053,42.353105,-72.70206
1054,42.479839,-72.49879
1056,42.174893,-72.47068
1057,42.089269,-72.317
1059,42.369562,-72.63599
1060,42.324539,-72.63561
1061,42.369562,-72.63599
1062,42.324232,-72.67915
1063,42.317939,-72.640234
1066,42.406697,-72.633901
1068,42.349769,-72.04413
1069,42.176401,-72.32646
1070,42.515853,-72.91661
1071,42.165931,-72.85153
1072,42.486027,-72.42208
1073,42.223885,-72.72777
1074,42.375998,-72.149388
1075,42.234891,-72.58243
1077,42.05283,-72.76966
1079,42.192892,-72.329574
1080,42.180563,-72.36518
1081,42.058024,-72.22517
1082,42.270611,-72.26067
1083,42.20468,-72.20259
1084,42.379807,-72.89043
1085,42.133642,-72.75029
1086,42.173428,-72.847964
1088,42.388831,-72.6321
1089,42.112793,-72.64066
1090,42.170731,-72.604842
1092,42.210777,-72.23904
1093,42.442673,-72.652511
1094,42.358201,-72.140846
1095,42.12531,-72.44057
1096,42.415236,-72.78271
1097,42.161743,-72.845912
1098,42.399054,-72.93871
1101,42.170731,-72.604842
1102,42.170731,-72.604842
1103,42.103294,-72.59112
1104,42.130343,-72.57338
1105,42.096644,-72.5798
1106,42.050395,-72.5712
1107,42.120193,-72.6061
1108,42.084094,-72.55523
1109,42.116277,-72.55031
1111,42.170731,-72.604842
1114,42.170731,-72.604842
1115,42.102894,-72.591633
1116,42.170731,-72.604842
1118,42.093144,-72.5291
1119,42.128442,-72.50932
1128,42.095344,-72.48857
1129,42.121031,-72.4896
1133,42.170731,-72.604842
1138,42.170731,-72.604842
1139,42.170731,-72.604842
1144,42.101796,-72.59151
1151,42.153926,-72.50531
1152,42.170731,-72.604842
1199,42.119943,-72.604983
1201,42.45384,-73.254
1202,42.3929,-73.228483
1203,42.3929,-73.228483
1220,42.619727,-73.11842
1222,42.057496,-73.32177
1223,42.314449,-73.09335
1224,42.3929,-73.228483
1225,42.551731,-73.1653
1226,42.476575,-73.11547
1227,42.516145,-73.092852
1229,42.279292,-73.343545
1230,42.189715,-73.35249
1231,42.153001,-73.298131
1235,42.433661,-73.09278
1236,42.266874,-73.36236
1237,42.557346,-73.24364
1238,42.299263,-73.2327
1240,42.36237,-73.27683
1242,42.336557,-73.24599
1243,42.356088,-73.010448
1244,42.139104,-73.20312
1245,42.180659,-73.20849
1247,42.696064,-73.10145
1252,42.198648,-73.446234
1253,42.198403,-73.10205
1254,42.374711,-73.36336
1255,42.088973,-73.12444
1256,42.592506,-73.01123
1257,42.102694,-73.36591
1258,42.103122,-73.45734
1259,42.0645,-73.24674
1260,42.286586,-73.313274
1262,42.283216,-73.31423
1263,42.3929,-73.228483
1264,42.224905,-73.20394
1266,42.328535,-73.36407
1267,42.689962,-73.22355
1270,42.443726,-73.116127
1301,42.605524,-72.60098
1302,42.522178,-72.624164
1330,42.521131,-72.81116
1331,42.579931,-72.20836
1337,42.678023,-72.55569
1338,42.569498,-72.802
1339,42.626858,-72.87939
1340,42.673371,-72.73104
1341,42.508313,-72.70403
1342,42.542322,-72.6091
1343,42.642666,-72.986231
1344,42.607051,-72.41396
1346,42.669255,-72.80494
1347,42.556558,-72.518104
1349,42.5737,-72.50525
1350,42.712257,-72.97629
1351,42.534976,-72.52522
1354,42.522178,-72.624164
1355,42.485899,-72.33345
1360,42.682285,-72.45649
1364,42.599614,-72.29263
1366,42.474718,-72.21226
1367,42.694883,-72.90962
1368,42.671012,-72.16999
1369,42.522178,-72.624164
1370,42.603447,-72.72754
1373,42.472734,-72.62452
1374,42.636459,-72.798742
1375,42.449978,-72.56302
1376,42.609425,-72.54438
1378,42.667152,-72.32729
1379,42.547274,-72.41724
1380,42.594455,-72.36314
1393,42.459814,-72.593626
1420,42.578689,-71.80338
1427,42.286575,-71.585753
1430,42.658768,-71.93287
1431,42.672005,-71.8137
1432,42.549821,-71.59136
1436,42.608903,-72.08021
1438,42.563367,-72.03498
1440,42.575355,-71.99183
1441,42.364807,-71.896868
1450,42.609887,-71.55722
1451,42.505928,-71.5888
1452,42.477515,-71.99654
1453,42.526523,-71.75358
1460,42.540052,-71.49085
1462,42.582839,-71.72051
1463,42.665686,-71.5929
1464,42.559289,-71.64555
1467,42.488666,-71.62412
1468,42.557796,-72.06824
1469,42.658738,-71.69204
1470,42.446396,-71.459405
1471,42.446396,-71.459405
1472,42.446396,-71.459405
1473,42.544622,-71.9021
1474,42.669408,-71.74578
1475,42.675441,-72.0467
1477,42.364807,-71.896868
1501,42.20361,-71.83843
1503,42.380562,-71.62665
1504,42.028147,-71.52999
1505,42.338392,-71.73026
1506,42.200374,-72.09787
1507,42.135142,-71.96961
1508,42.109748,-72.079455
1509,42.364807,-71.896868
1510,42.418836,-71.68482
1515,42.212777,-72.05311
1516,42.061437,-71.72887
1517,42.364807,-71.896868
1518,42.12515,-72.12393
1519,42.201674,-71.68771
1520,42.338962,-71.84434
1521,42.054676,-72.16137
1522,42.369658,-71.87418
1523,42.473131,-71.67946
1524,42.238942,-71.91908
1525,42.364807,-71.896868
1526,42.364807,-71.896868
1527,42.196144,-71.76272
1529,42.036396,-71.57798
1531,42.317121,-72.12248
1532,42.321917,-71.64692
1534,42.140741,-71.64376
1535,42.267274,-72.07823
1536,42.231444,-71.70523
1537,42.170846,-71.88989
1538,42.364807,-71.896868
1540,42.117527,-71.8657
1541,42.451569,-71.882
1542,42.194793,-71.90651
1543,42.380877,-71.96427
1545,42.286643,-71.72502
1546,42.364807,-71.896868
1550,42.070827,-72.03533
1560,42.177462,-71.69382
1561,42.443539,-71.686137
1562,42.247212,-71.99227
1564,42.436875,-71.77333
1566,42.104581,-72.08584
1568,42.17382,-71.60971
1569,42.064978,-71.62992
1570,42.047728,-71.86108
1571,42.049864,-71.9173
1580,42.364807,-71.896868
1581,42.269845,-71.61408
1582,42.364807,-71.896868
1583,42.359842,-71.787
1585,42.242965,-72.16734
1586,42.364807,-71.896868
1588,42.114195,-71.67225
1590,42.131028,-71.75121
1601,42.265275,-71.879415
1602,42.272359,-71.84482
1603,42.240526,-71.83776
1604,42.255393,-71.77459
1605,42.286543,-71.78846
1606,42.311342,-71.79531
1607,42.229543,-71.79501
1608,42.261343,-71.80173
1609,42.271743,-71.81348
1610,42.248493,-71.80793
1611,42.238449,-71.87139
1612,42.307591,-71.91929
1613,42.293316,-71.801971
1614,42.364807,-71.896868
1615,42.364807,-71.896868
1634,42.069484,-72.999433
1653,42.364807,-71.896868
1654,42.364807,-71.896868
1655,42.364807,-71.896868
1701,42.318695,-71.42344
1702,42.283995,-71.42161
1703,42.446396,-71.459405
1704,42.446396,-71.459405
1705,42.446396,-71.459405
1718,42.519739,-71.42721
1719,42.486259,-71.51244
1720,42.477142,-71.4422
1721,42.257956,-71.45886
1730,42.496679,-71.27504
1731,42.459085,-71.27556
1740,42.437086,-71.61266
1741,42.5286,-71.35084
1742,42.457201,-71.37478
1745,42.295544,-71.50468
1746,42.196065,-71.43797
1747,42.125536,-71.53662
1748,42.220447,-71.53418
1749,42.389813,-71.55791
1750,42.273817,-71.378157
1752,42.350909,-71.54753
1754,42.430781,-71.45594
1756,42.092006,-71.54474
1757,42.149176,-71.52149
1760,42.290763,-71.35368
1770,42.231025,-71.37202
1772,42.297643,-71.53369
1773,42.425537,-71.30316
1775,42.423882,-71.51086
1776,42.38532,-71.42989
1778,42.345583,-71.35643
1784,42.446396,-71.459405
1801,42.484545,-71.15206
1803,42.506362,-71.20008
1805,42.446396,-71.459405
1806,42.446396,-71.459405
1807,42.446396,-71.459405
1808,42.446396,-71.459405
1810,42.646942,-71.1513
1812,42.647191,-71.184202
1813,42.446396,-71.459405
1815,42.446396,-71.459405
1820,42.540779,-71.238175
1821,42.54805,-71.25054
1822,42.446396,-71.459405
1823,42.800429,-71.11087
1824,42.595491,-71.3544
1826,42.677772,-71.316
1827,42.671356,-71.50292
1830,42.78519,-71.07011
1831,42.771095,-71.122054
1832,42.781357,-71.11023
1833,42.729437,-70.98291
1834,42.750691,-71.02487
1835,42.757767,-71.08518
1840,42.706941,-71.16181
1841,42.71159,-71.16667
1842,42.635443,-70.879123
1843,42.691091,-71.16078
1844,42.73004,-71.17935
1845,42.683841,-71.11171
1850,42.655791,-71.30504
1851,42.630915,-71.33238
1852,42.634112,-71.29849
1853,42.446396,-71.459405
1854,42.649758,-71.33348
1856,42.641779,-71.303488
1860,42.834246,-71.00207
1862,42.573592,-71.2911
1863,42.634199,-71.39322
1864,42.583436,-71.0982
1865,42.446396,-71.459405
1866,42.446396,-71.459405
1867,42.52585,-71.10993
1876,42.601684,-71.22071
1879,42.671589,-71.41694
1880,42.501345,-71.07132
1885,42.635443,-70.879123
1886,42.592086,-71.43754
1887,42.558576,-71.17031
1888,42.446396,-71.459405
1889,42.571633,-71.109646
1890,42.451945,-71.14276
1899,42.635443,-70.879123
1901,42.461246,-70.946743
1902,42.469946,-70.94113
1903,42.635443,-70.879123
1904,42.490421,-70.96579
1905,42.464879,-70.97411
1906,42.462796,-71.0098
1907,42.474409,-70.90588
1908,42.427096,-70.92809
1910,42.454796,-70.974694
1913,42.854423,-70.93547
1915,42.560995,-70.8757
1921,42.677869,-71.00844
1922,42.76087,-70.92648
1923,42.569756,-70.94322
1929,42.631753,-70.77925
1930,42.624015,-70.67552
1931,42.635443,-70.879123
1936,42.635443,-70.879123
1937,42.635443,-70.879123
1938,42.682965,-70.84007
1940,42.527895,-71.02834
1944,42.580033,-70.76462
1945,42.497146,-70.86323
1947,42.642845,-70.873647
1949,42.602278,-71.01356
1950,42.809891,-70.86363
1951,42.780141,-70.86866
1952,42.85048,-70.86153
1960,42.534045,-70.96146
1961,42.635443,-70.879123
1965,42.558113,-70.825743
1966,42.659936,-70.61727
1969,42.716708,-70.90899
1970,42.516845,-70.8985
1971,42.635443,-70.879123
1982,42.616643,-70.86513
1983,42.642471,-70.94424
1984,42.600518,-70.87618
1985,42.790736,-70.97286
2018,41.970474,-70.701357
2019,42.075122,-71.47953
2020,42.081825,-70.643868
2021,42.166776,-71.1343
2025,42.241908,-70.81223
2026,42.244609,-71.16553
2027,42.180048,-71.08923
2029,41.817398,-71.453674
2030,42.23888,-71.28241
2031,41.998799,-71.200894
2032,42.153912,-71.21362
2035,42.061427,-71.24232
2038,42.089104,-71.4069
2040,41.970474,-70.701357
2041,42.069642,-70.649075
2043,42.225708,-70.88764
2044,41.970474,-70.701357
2045,42.286347,-70.87663
2047,42.142836,-70.69353
2048,42.019982,-71.2191
2050,42.109763,-70.69172
2051,42.151202,-70.734146
2052,42.185571,-71.30476
2053,42.151526,-71.42315
2054,42.166398,-71.36178
2055,41.970474,-70.701357
2056,42.111836,-71.32855
2059,41.970474,-70.701357
2060,41.970474,-70.701357
2061,42.15243,-70.8205
2062,42.185974,-71.20166
2065,42.097219,-70.651567
2066,42.205038,-70.7513
2067,42.113749,-71.17923
2070,42.180048,-71.08923
2071,42.101406,-71.27239
2072,42.125432,-71.10627
2081,42.145237,-71.25375
2085,42.075995,-71.286055
2090,42.212949,-71.20735
2093,42.0597,-71.34617
2101,42.370567,-71.026964
2102,42.338947,-70.919635
2103,42.338947,-70.919635
2104,42.338947,-70.919635
2105,42.338947,-70.919635
2106,42.354318,-71.073449
2107,42.338947,-70.919635
2108,42.357903,-71.06408
2109,42.361477,-71.05417
2110,42.356532,-71.05365
2111,42.349838,-71.06101
2112,42.338947,-70.919635
2113,42.365028,-71.05636
2114,42.361792,-71.06774
2115,42.34308,-71.09268
2116,42.349622,-71.07372
2117,42.338947,-70.919635
2118,42.338724,-71.07276
2119,42.324511,-71.08455
2120,42.332099,-71.09651
2121,42.307448,-71.08127
2122,42.296298,-71.05454
2123,42.338947,-70.919635
2124,42.28713,-71.07156
2125,42.316852,-71.05811
2126,42.272098,-71.09426
2127,42.33499,-71.04562
2128,42.378297,-71.0255
2129,42.378619,-71.06495
2130,42.309998,-71.11171
2131,42.284678,-71.13052
2132,42.279432,-71.1598
2133,42.338947,-70.919635
2134,42.355147,-71.13164
2135,42.348418,-71.15349
2136,42.252198,-71.12593
2137,42.338947,-70.919635
2138,42.379146,-71.12803
2139,42.364347,-71.10431
2140,42.393327,-71.12837
2141,42.370519,-71.08443
2142,42.362297,-71.08412
2143,42.381929,-71.09908
2144,42.399546,-71.12165
2145,42.390846,-71.09225
2146,42.308198,-71.088745
2147,42.180048,-71.08923
2148,42.428549,-71.06059
2149,42.409916,-71.0522
2150,42.396382,-71.03352
2151,42.416247,-71.00525
2152,42.373047,-70.97803
2153,42.446396,-71.459405
2154,42.388938,-71.2398
2155,42.419846,-71.10942
2156,42.446396,-71.459405
2157,42.173933,-71.185494
2158,42.353696,-71.188149
2159,42.316097,-71.191248
2160,42.446396,-71.459405
2161,42.446396,-71.459405
2162,42.331896,-71.25405
2163,42.367946,-71.12056
2164,42.446396,-71.459405
2165,42.446396,-71.459405
2166,42.346146,-71.243057
2167,42.320797,-71.169847
2168,42.446396,-71.459405
2169,42.250739,-70.99593
2170,42.267049,-71.01834
2171,42.284498,-71.02316
2172,42.372596,-71.177998
2173,42.446396,-71.459405
2174,42.417695,-71.167083
2175,42.446396,-71.459405
2176,42.459045,-71.06233
2177,42.446396,-71.459405
2178,42.446396,-71.459405
2179,42.446396,-71.459405
2180,42.480145,-71.09835
2181,42.300596,-71.27875
2184,42.209555,-70.99968
2185,42.180048,-71.08923
2186,42.253074,-71.07496
2187,42.180048,-71.08923
2188,42.212866,-70.95872
2189,42.2112,-70.93111
2190,42.1711,-70.94597
2191,42.242749,-70.94434
2192,42.180048,-71.08923
2193,42.446396,-71.459405
2194,42.292547,-71.225799
2195,42.446396,-71.459405
2196,42.338947,-70.919635
2199,42.34713,-71.08234
2201,42.338947,-70.919635
2202,42.361094,-71.061814
2203,42.361485,-71.060364
2204,42.338947,-70.919635
2205,42.350334,-71.053877
2206,42.338947,-70.919635
2207,42.338947,-70.919635
2208,42.338947,-70.919635
2209,42.338947,-70.919635
2210,42.347974,-71.04463
2211,42.338947,-70.919635
2212,42.446396,-71.459405
2215,42.346997,-71.10215
2216,42.338947,-70.919635
2217,42.338947,-70.919635
2222,42.367797,-71.06282
2238,42.446396,-71.459405
2239,42.446396,-71.459405
2241,42.338947,-70.919635
2254,42.446396,-71.459405
2258,42.446396,-71.459405
2266,42.338947,-70.919635
2269,42.180048,-71.08923
2272,42.446396,-71.459405
2277,42.446396,-71.459405
2283,42.338947,-70.919635
2284,42.338947,-70.919635
2293,42.338947,-70.919635
2295,42.338947,-70.919635
2297,42.338947,-70.919635
2301,42.0794,-71.03441
2302,42.08715,-71.00222
2303,41.970474,-70.701357
2304,41.970474,-70.701357
2305,41.970474,-70.701357
2322,42.121932,-71.04522
2324,41.979501,-70.97215
2325,41.98725,-70.972786
2327,42.040708,-70.827245
2330,41.873697,-70.7656
2331,41.970474,-70.701357
2332,42.031371,-70.70105
2333,42.029083,-70.95227
2334,42.023528,-71.132397
2337,42.022225,-70.931588
2338,41.999851,-70.85395
2339,42.12867,-70.85913
2341,42.059434,-70.86205
2343,42.148351,-71.01037
2344,41.970474,-70.701357
2345,41.888198,-70.581029
2346,41.889582,-70.89406
2347,41.835094,-70.95973
2348,41.970474,-70.701357
2349,41.970474,-70.701357
2350,42.018525,-70.847486
2351,42.119534,-70.94787
2355,41.916918,-70.801331
2356,42.058507,-71.11309
2357,42.064499,-71.087091
2358,41.805219,-70.62642
2359,42.065554,-70.80426
2360,41.894676,-70.61999
2361,41.970474,-70.701357
2362,41.970474,-70.701357
2363,41.959094,-70.706774
2364,41.993102,-70.73827
2366,41.854063,-70.66088
2367,41.968987,-70.80452
2368,42.173417,-71.04912
2369,41.662531,-70.14021
2370,42.129513,-70.91189
2375,42.029749,-71.10191
2379,42.02195,-71.01878
2381,41.931602,-70.561051
2382,42.08235,-70.93734
2401,42.079399,-71.03459
2402,42.0863,-70.999339
2403,41.970474,-70.701357
2404,41.970474,-70.701357
2405,41.970474,-70.701357
2407,42.136086,-70.688251
2420,42.452895,-71.21619
2421,42.439295,-71.23553
2445,42.324397,-71.13933
2446,42.344747,-71.12141
2447,42.180048,-71.08923
2451,42.393029,-71.24771
2452,42.392496,-71.22153
2453,42.370446,-71.23563
2454,42.356719,-71.250479
2456,42.446396,-71.459405
2457,42.180048,-71.08923
2458,42.354727,-71.18809
2459,42.321197,-71.193
2460,42.352996,-71.20907
2461,42.31883,-71.20822
2462,42.331646,-71.25761
2464,42.311997,-71.22046
2465,42.351046,-71.22677
2466,42.345833,-71.24735
2467,42.321997,-71.17314
2468,42.325247,-71.2319
2471,42.446396,-71.459405
2472,42.371296,-71.18196
2474,42.419496,-71.15635
2475,42.446396,-71.459405
2476,42.416745,-71.17761
2477,42.446396,-71.459405
2478,42.391546,-71.17471
2479,42.446396,-71.459405
2481,42.313329,-71.27649
2482,42.300096,-71.30336
2492,42.278247,-71.23388
2493,42.358663,-71.28831
2494,42.29813,-71.23154
2495,42.446396,-71.459405
2532,41.751841,-70.59764
2534,41.66566,-70.616
2535,41.345578,-70.75145
2536,41.578992,-70.5614
2537,41.733837,-70.43754
2538,41.782915,-70.64881
2539,41.380479,-70.52453
2540,41.56105,-70.61968
2541,41.799312,-70.308662
2542,41.665605,-70.52456
2543,41.526791,-70.66505
2549,41.621779,-70.504349
2551,41.453321,-70.558023
2552,41.379836,-70.643092
2553,41.67336,-70.608047
2554,41.276758,-70.09089
2556,41.6403,-70.63036
2557,41.417376,-70.560032
2558,41.746424,-70.65956
2559,41.694132,-70.61706
2561,41.770254,-70.533664
2562,41.793263,-70.519584
2563,41.735645,-70.48866
2564,41.273949,-70.015545
2565,41.799312,-70.308662
2567,41.79197,-70.530852
2568,41.451263,-70.60872
2571,41.751554,-70.71059
2573,41.379836,-70.643092
2574,41.603946,-70.638189
2575,41.378807,-70.66376
2576,41.776042,-70.75783
2584,41.277794,-70.046019
2595,41.381585,-70.66351
2601,41.654741,-70.2895
2625,41.640528,-70.433279
2630,41.700327,-70.29568
2631,41.746647,-70.07773
2632,41.658718,-70.34658
2633,41.686534,-69.97746
2634,41.799312,-70.308662
2635,41.625037,-70.44317
2636,41.799312,-70.308662
2637,41.701438,-70.277212
2638,41.736684,-70.19183
2639,41.661115,-70.13348
2641,41.734713,-70.20467
2642,41.844087,-69.98921
2643,41.784308,-69.962034
2644,41.683462,-70.51211
2645,41.707332,-70.05679
2646,41.669219,-70.07419
2647,41.63275,-70.30435
2648,41.667689,-70.4168
2649,41.613743,-70.48754
2650,41.702265,-69.96958
2651,41.824264,-69.98176
2652,42.02889,-70.07938
2653,41.777647,-69.97312
2654,41.543967,-69.987203
2655,41.632935,-70.38693
2657,42.053355,-70.18947
2659,41.678628,-70.02495
2660,41.712338,-70.16165
2661,41.675799,-70.0396
2662,41.756694,-69.984123
2663,41.800531,-70.076776
2664,41.670981,-70.19797
2666,41.992804,-70.05427
2667,41.922412,-70.01484
2668,41.70631,-70.37048
2669,41.673635,-69.99494
2670,41.659749,-70.17089
2671,41.665589,-70.11152
2672,41.636077,-70.31962
2673,41.656883,-70.23726
2675,41.703205,-70.22395
2702,41.792192,-71.06446
2703,41.928099,-71.31456
2712,41.756214,-71.067062
2713,41.429673,-70.8954
2714,41.756214,-71.067062
2715,41.811514,-71.13633
2717,41.765934,-70.95332
2718,41.876249,-71.01827
2719,41.634152,-70.8814
2720,41.716952,-71.13986
2721,41.685452,-71.15425
2722,41.756214,-71.067062
2723,41.691369,-71.13234
2724,41.684152,-71.17436
2725,41.721652,-71.17482
2726,41.754828,-71.14894
2735,41.999346,-71.113582
2738,41.706599,-70.75086
2739,41.654776,-70.80087
2740,41.634754,-70.93752
2741,41.756214,-71.067062
2742,41.619557,-70.956346
2743,41.697015,-70.91019
2744,41.610754,-70.91453
2745,41.692806,-70.93264
2746,41.659336,-70.93347
2747,41.637916,-70.99076
2748,41.59156,-70.9494
2760,41.975495,-71.33086
2761,41.756214,-71.067062
2762,42.011848,-71.32392
2763,41.967949,-71.31024
2764,41.851557,-71.15125
2766,41.969185,-71.1854
2767,41.934586,-71.04905
2768,41.756214,-71.067062
2769,41.835067,-71.26115
2770,41.760783,-70.83848
2771,41.84345,-71.32343
2777,41.741551,-71.21433
2779,41.825252,-71.07799
2780,41.904888,-71.10288
2781,41.522877,-71.069344
2783,41.756214,-71.067062
2789,41.487831,-71.457592
2790,41.602517,-71.08904
2791,41.519104,-71.085137
2801,41.530131,-71.284066
2802,41.954098,-71.462053
2804,41.430068,-71.78101
2805,41.830469,-71.711713
2806,41.746834,-71.32031
2807,41.171389,-71.58358
2808,41.402009,-71.74785
2809,41.6842,-71.26866
2812,41.46603,-71.66408
2813,41.385256,-71.66813
2814,41.896002,-71.70335
2815,41.777861,-71.67009
2816,41.69105,-71.57462
2817,41.625874,-71.67023
2818,41.649733,-71.46815
2822,41.563937,-71.60547
2823,41.7312,-71.546756
2824,42.000248,-71.563057
2825,41.785151,-71.72021
2826,41.982417,-71.600848
2827,41.695419,-71.74472
2828,41.870799,-71.5539
2829,41.879298,-71.589357
2830,41.976659,-71.64969
2831,41.73865,-71.57482
2832,41.511414,-71.72737
2833,41.470822,-71.77722
2835,41.520312,-71.3718
2836,41.448844,-71.62145
2837,41.518038,-71.16548
2838,41.968698,-71.47503
2839,41.948108,-71.64003
2840,41.488002,-71.31262
2841,41.498977,-71.299004
2842,41.511739,-71.28658
2852,41.589701,-71.454
2854,41.375317,-71.64393
2857,41.83902,-71.6257
2858,41.96186,-71.64661
2859,41.964896,-71.72311
2860,41.872099,-71.39007
2861,41.881632,-71.35583
2862,41.86125,-71.369099
2863,41.889863,-71.3926
2864,41.949099,-71.41181
2865,41.905666,-71.43023
2871,41.603929,-71.26099
2872,41.707119,-71.286834
2873,41.519922,-71.774023
2874,41.515135,-71.45692
2875,41.447642,-71.63877
2876,41.998398,-71.576307
2877,41.5289,-71.529854
2878,41.629413,-71.18724
2879,41.423601,-71.52322
2880,41.375317,-71.64393
2881,41.481001,-71.52689
2882,41.432452,-71.46352
2883,41.375317,-71.64393
2885,41.726184,-71.27049
2886,41.705478,-71.45119
2887,41.682455,-71.557732
2888,41.74805,-71.40982
2889,41.706814,-71.3911
2891,41.354881,-71.80387
2892,41.50155,-71.58465
2893,41.70375,-71.51857
2894,41.444078,-71.69556
2895,42.001731,-71.50722
2896,41.988166,-71.55188
2898,41.51495,-71.68484
2901,41.82275,-71.414451
2902,41.81835,-71.424851
2903,41.8208,-71.41306
2904,41.859199,-71.43142
2905,41.7883,-71.40431
2906,41.83635,-71.39427
2907,41.79855,-71.42449
2908,41.839296,-71.43802
2909,41.8191,-71.44775
2910,41.776867,-71.43672
2911,41.853699,-71.47354
2912,41.826737,-71.397699
2914,41.8124,-71.36834
2915,41.7695,-71.35564
2916,41.84325,-71.35391
2917,41.894499,-71.51646
2918,41.841499,-71.440352
2919,41.825132,-71.49468
2920,41.7715,-71.46485
2921,41.76435,-71.50972
2940,41.871766,-71.558518
